49	1572911	1	1575943200	91075
37	1572911	0	1575943200	132083
17	48	67257744	1575943200	29901981
17	44	-85901	1575943200	29901981
17	43	11063	1575943200	29901981
17	47	437111	1575943200	29901981
17	40	-28385	1575943200	29901981
17	39	46108	1575943200	29901981
17	46	5604812	1575943200	29901981
17	42	-153669	1575943200	29901981
17	41	19791	1575943200	29901981
17	45	39737	1575943200	29901981
17	38	-14258	1575943200	29901981
17	37	23161	1575943200	29901981
17	36	1110	1575943200	29901981
17	35	745	1575943200	29901981
17	4	920	1575943200	29901981
18	1	7	1575943200	29901981
17	26	1	1575943200	29901981
17	25	1	1575943200	29901981
17	24	2	1575943200	29901981
17	23	110910	1575943200	29901981
17	22	271750	1575943200	29901981
17	21	0	1575943200	29901981
17	34	979999542	1575943200	29901981
17	33	1575943199	1575943200	29901981
17	32	162291343	1575943200	29901981
17	31	278901525	1575943200	29901981
17	30	161755513	1575943200	29901981
17	29	266084386	1575943200	29901981
17	20	1415	1575943200	29901981
17	28	1022400000	1575943200	29901981
17	19	1012608707	1575943200	29901981
17	18	21751835	1575943200	29901981
17	17	3	1575943200	29901981
17	16	0	1575943200	29901981
17	15	0	1575943200	29901981
17	14	2000000	1575943200	29901981
17	13	0	1575943200	29901981
17	12	0	1575943200	29901981
17	11	2000000	1575943200	29901981
17	10	0	1575943200	29901981
17	9	0	1575943200	29901981
17	8	111138500	1575943200	29901981
17	7	34249560	1575943200	29901981
43	1572911	0	1575943200	324010
43	2752535	165308065	1575943200	20370960
43	2752536	86691934	1575943200	20370960
43	2752531	162291881	1575943200	19871950
43	2752542	162291934	1575943200	19871950
43	2752550	14	1575943200	19871950
43	2162845	12660	1575943200	20370960
43	1572888	5844	1575943200	52783966
43	1572890	3097	1575943200	52783966
1	1	1	1575943200	219643115
2	1	1	1575943200	219643115
3	1	1	1575943200	219643115
4	1	1	1575943200	219643115
5	1	1	1575943200	219643115
6	1	1	1575943200	219643115
7	1	1	1575943200	219643115
8	1	1	1575943200	219643115
9	1	1	1575943200	219643115
10	1	1	1575943200	219643115
12	1	1	1575943200	219643115
13	1	1	1575943200	219643115
14	1	8	1575943200	219643115
15	1	1	1575943200	219643115
17	1	1	1575943200	219643115
20	1	1	1575943200	219643115
29	1	8	1575943200	219643115
30	1	1	1575943200	219643115
